OP_UNIQUE_CARRIER,ORIGIN,DEST,CANCELLED,DISTANCE_GROUP
B6,RIC,FLL,0.00,4
B6,RIC,FLL,0.00,4
B6,RIC,FLL,0.00,4
B6,RIC,FLL,0.00,4
B6,RIC,FLL,0.00,4
B6,RIC,FLL,0.00,4
B6,RIC,FLL,0.00,4
B6,RIC,FLL,0.00,4
B6,RIC,FLL,0.00,4
B6,RIC,FLL,0.00,4
B6,RIC,FLL,0.00,4
B6,RIC,FLL,0.00,4
B6,RIC,FLL,0.00,4
B6,RIC,FLL,0.00,4
B6,RIC,FLL,0.00,4
B6,FLL,RIC,0.00,4
B6,FLL,RIC,0.00,4
B6,FLL,RIC,0.00,4
B6,FLL,RIC,0.00,4
B6,FLL,RIC,0.00,4
B6,FLL,RIC,0.00,4
B6,FLL,RIC,0.00,4
B6,FLL,RIC,0.00,4
B6,FLL,RIC,0.00,4
B6,FLL,RIC,0.00,4
B6,FLL,RIC,0.00,4
B6,FLL,RIC,0.00,4
B6,FLL,RIC,0.00,4
B6,FLL,RIC,0.00,4
B6,FLL,RIC,0.00,4
B6,FLL,RIC,0.00,4
B6,FLL,RIC,0.00,4
B6,FLL,RIC,0.00,4
B6,FLL,RIC,0.00,4
B6,FLL,RIC,0.00,4
B6,FLL,RIC,0.00,4
B6,BOS,DCA,0.00,2
B6,BOS,DCA,0.00,2
B6,BOS,DCA,0.00,2
B6,BOS,RIC,0.00,2
B6,BOS,RIC,0.00,2
B6,BOS,RIC,0.00,2
B6,BOS,RIC,0.00,2
B6,BOS,RIC,0.00,2
B6,BOS,RIC,0.00,2
B6,BOS,RIC,0.00,2
B6,BOS,RIC,0.00,2
B6,BOS,RIC,0.00,2
B6,RIC,BOS,0.00,2
B6,RIC,BOS,0.00,2
B6,RIC,BOS,0.00,2
B6,RIC,BOS,0.00,2
B6,RIC,BOS,0.00,2
B6,RIC,BOS,0.00,2
B6,RIC,BOS,0.00,2
B6,RIC,BOS,0.00,2
B6,DCA,SJU,0.00,7
B6,DCA,SJU,0.00,7
B6,DCA,SJU,0.00,7
B6,DCA,SJU,0.00,7
B6,DCA,SJU,0.00,7
B6,DCA,SJU,0.00,7
B6,DCA,SJU,0.00,7
B6,DCA,SJU,0.00,7
B6,DCA,SJU,0.00,7
B6,SJU,DCA,0.00,7
B6,SJU,DCA,0.00,7
B6,SJU,DCA,0.00,7
B6,SJU,DCA,0.00,7
B6,SJU,DCA,0.00,7
B6,SJU,DCA,0.00,7
B6,SJU,DCA,0.00,7
B6,SJU,DCA,0.00,7
B6,SJU,DCA,0.00,7
B6,DCA,BOS,0.00,2
B6,DCA,BOS,0.00,2
B6,DCA,BOS,0.00,2
B6,DCA,FLL,0.00,4
B6,DCA,FLL,0.00,4
B6,DCA,FLL,0.00,4
B6,DCA,FLL,0.00,4
B6,DCA,FLL,0.00,4
B6,DCA,FLL,0.00,4
B6,DCA,FLL,0.00,4
B6,DCA,FLL,0.00,4
B6,DCA,FLL,0.00,4
B6,DCA,FLL,0.00,4
B6,DCA,FLL,0.00,4
B6,DCA,FLL,0.00,4
B6,DCA,FLL,0.00,4
B6,DCA,FLL,0.00,4
B6,DCA,FLL,0.00,4
B6,DCA,FLL,0.00,4
B6,DCA,FLL,0.00,4
B6,DCA,FLL,0.00,4
B6,DCA,FLL,0.00,4
B6,DCA,FLL,0.00,4
B6,DCA,FLL,0.00,4
B6,DCA,FLL,0.00,4
B6,FLL,DCA,0.00,4
B6,FLL,DCA,0.00,4
B6,FLL,DCA,0.00,4
B6,FLL,DCA,0.00,4
B6,FLL,DCA,0.00,4
B6,FLL,DCA,0.00,4
B6,FLL,DCA,0.00,4
B6,FLL,DCA,0.00,4
B6,FLL,DCA,0.00,4
B6,FLL,DCA,0.00,4
B6,FLL,DCA,0.00,4
B6,FLL,DCA,0.00,4
B6,FLL,DCA,0.00,4
B6,FLL,DCA,0.00,4
B6,FLL,DCA,0.00,4
B6,FLL,DCA,0.00,4
B6,FLL,DCA,0.00,4
B6,FLL,DCA,0.00,4
B6,FLL,DCA,0.00,4
B6,FLL,DCA,0.00,4
B6,FLL,DCA,0.00,4
B6,FLL,DCA,0.00,4
B6,DCA,BOS,0.00,2
B6,DCA,BOS,0.00,2
B6,DCA,FLL,0.00,4
B6,DCA,FLL,0.00,4
B6,DCA,FLL,0.00,4
B6,DCA,FLL,0.00,4
B6,DCA,FLL,0.00,4
B6,DCA,FLL,0.00,4
B6,DCA,FLL,0.00,4
B6,DCA,FLL,0.00,4
B6,BOS,DCA,0.00,2
B6,FLL,DCA,0.00,4
B6,FLL,DCA,0.00,4
B6,FLL,DCA,0.00,4
B6,FLL,DCA,0.00,4
B6,FLL,DCA,0.00,4
B6,FLL,DCA,0.00,4
B6,FLL,DCA,0.00,4
B6,FLL,DCA,0.00,4
B6,FLL,DCA,0.00,4
B6,FLL,DCA,0.00,4
B6,DCA,BOS,0.00,2
B6,MCO,DCA,0.00,4
B6,MCO,DCA,0.00,4
B6,MCO,DCA,0.00,4
B6,MCO,DCA,0.00,4
B6,MCO,DCA,0.00,4
B6,MCO,DCA,0.00,4
B6,MCO,DCA,0.00,4
B6,MCO,DCA,0.00,4
B6,MCO,DCA,0.00,4
B6,MCO,DCA,0.00,4
B6,MCO,DCA,0.00,4
B6,MCO,DCA,0.00,4
B6,DCA,SJU,1.00,7
B6,BOS,DCA,1.00,2
B6,DCA,FLL,1.00,4
B6,BOS,DCA,1.00,2
B6,DCA,BOS,1.00,2
B6,FLL,DCA,1.00,4
B6,DCA,RSW,1.00,4
B6,RSW,DCA,1.00,4
B6,BOS,RIC,1.00,2
B6,RIC,BOS,1.00,2
B6,FLL,DCA,1.00,4
B6,BOS,DCA,1.00,2
B6,DCA,BOS,1.00,2
B6,BOS,DCA,1.00,2
B6,DCA,BOS,1.00,2
B6,DCA,BOS,1.00,2
B6,DCA,FLL,1.00,4
B6,BOS,RIC,1.00,2
B6,RIC,BOS,1.00,2
B6,SJU,DCA,1.00,7
B6,BOS,DCA,1.00,2
B6,DCA,BOS,1.00,2
B6,BOS,RIC,1.00,2
B6,RIC,BOS,1.00,2
B6,BOS,RIC,1.00,2
B6,RIC,BOS,1.00,2
B6,DCA,FLL,1.00,4
B6,BOS,DCA,1.00,2
B6,DCA,RSW,1.00,4
B6,RSW,DCA,1.00,4
B6,BOS,DCA,1.00,2
B6,DCA,BOS,1.00,2
B6,FLL,DCA,1.00,4
B6,BOS,DCA,1.00,2
B6,DCA,BOS,1.00,2
B6,DCA,BOS,1.00,2
B6,DCA,SJU,1.00,7
B6,BOS,RIC,1.00,2
B6,RIC,BOS,1.00,2
B6,BOS,RIC,1.00,2
B6,RIC,BOS,1.00,2
B6,BOS,DCA,1.00,2
B6,DCA,BOS,1.00,2
B6,BOS,DCA,1.00,2
B6,BOS,DCA,1.00,2
B6,DCA,BOS,1.00,2
B6,FLL,DCA,1.00,4
B6,DCA,BOS,1.00,2
B6,DCA,FLL,1.00,4
B6,DCA,RSW,1.00,4
B6,RSW,DCA,1.00,4
B6,BOS,DCA,1.00,2
B6,DCA,BOS,1.00,2
DL,DTW,DCA,0.00,2
DL,ATL,ORF,1.00,3
DL,ORF,ATL,1.00,3
DL,IAD,SEA,1.00,10
DL,SEA,IAD,1.00,10
DL,ATL,DCA,0.00,3
DL,DCA,ATL,0.00,3
DL,DCA,ATL,1.00,3
DL,ATL,RIC,1.00,2
DL,ATL,IAD,1.00,3
DL,ATL,RIC,0.00,2
DL,ATL,ROA,0.00,2
DL,DCA,DTW,1.00,2
DL,DTW,DCA,0.00,2
DL,ATL,CHO,0.00,2
DL,RIC,ATL,0.00,2
DL,ATL,DCA,1.00,3
DL,DCA,ATL,1.00,3
DL,ATL,DCA,0.00,3
DL,IAD,ATL,0.00,3
DL,ROA,ATL,1.00,2
DL,CHO,ATL,0.00,2
DL,DCA,SLC,0.00,8
DL,SLC,DCA,0.00,8
DL,RIC,ATL,1.00,2
DL,ATL,DCA,0.00,3
DL,DCA,ATL,0.00,3
DL,DCA,DTW,0.00,2
DL,DTW,DCA,1.00,2
DL,DCA,ATL,1.00,3
DL,ATL,ORF,1.00,3
DL,ORF,ATL,1.00,3
DL,ATL,ORF,0.00,3
DL,ORF,ATL,1.00,3
DL,ATL,IAD,1.00,3
DL,IAD,ATL,1.00,3
DL,ATL,RIC,0.00,2
DL,RIC,ATL,0.00,2
DL,ATL,IAD,0.00,3
DL,IAD,ATL,0.00,3
DL,ATL,ORF,0.00,3
DL,ORF,ATL,0.00,3
DL,DCA,MSP,0.00,4
DL,MSP,DCA,0.00,4
DL,DCA,MSP,0.00,4
DL,RIC,ATL,0.00,2
DL,MSP,DCA,0.00,4
DL,DCA,DTW,0.00,2
DL,DTW,DCA,0.00,2
DL,ATL,RIC,0.00,2
DL,ATL,IAD,0.00,3
DL,ATL,RIC,0.00,2
DL,ATL,ROA,0.00,2
DL,DCA,DTW,1.00,2
DL,DTW,DCA,1.00,2
DL,ATL,CHO,0.00,2
DL,ATL,DCA,0.00,3
DL,DCA,ATL,0.00,3
DL,ATL,DCA,0.00,3
DL,IAD,ATL,1.00,3
DL,ROA,ATL,0.00,2
DL,CHO,ATL,0.00,2
DL,DCA,SLC,0.00,8
DL,SLC,DCA,0.00,8
DL,RIC,ATL,0.00,2
DL,ATL,DCA,1.00,3
DL,DCA,ATL,1.00,3
DL,DCA,DTW,0.00,2
DL,DTW,DCA,0.00,2
DL,DCA,ATL,0.00,3
DL,ATL,ORF,1.00,3
DL,ORF,ATL,1.00,3
DL,ATL,ORF,0.00,3
DL,ORF,ATL,0.00,3
DL,ATL,IAD,0.00,3
DL,IAD,ATL,0.00,3
DL,ATL,RIC,1.00,2
DL,RIC,ATL,1.00,2
DL,ATL,IAD,1.00,3
DL,IAD,ATL,1.00,3
DL,ATL,ORF,0.00,3
DL,ORF,ATL,0.00,3
DL,DCA,MSP,1.00,4
DL,MSP,DCA,1.00,4
DL,DCA,MSP,0.00,4
DL,RIC,ATL,0.00,2
DL,MSP,DCA,0.00,4
DL,DCA,DTW,0.00,2
DL,DTW,DCA,0.00,2
DL,ATL,RIC,0.00,2
DL,ATL,IAD,0.00,3
DL,ATL,RIC,0.00,2
DL,ATL,ROA,0.00,2
DL,DCA,DTW,0.00,2
DL,DTW,DCA,1.00,2
DL,ATL,CHO,0.00,2
DL,ATL,DCA,1.00,3
DL,DCA,ATL,1.00,3
DL,ATL,DCA,0.00,3
DL,IAD,ATL,0.00,3
DL,ROA,ATL,0.00,2
DL,CHO,ATL,0.00,2
DL,DCA,SLC,0.00,8
DL,SLC,DCA,0.00,8
DL,RIC,ATL,0.00,2
DL,ATL,DCA,0.00,3
DL,DCA,ATL,0.00,3
DL,DCA,DTW,0.00,2
DL,DTW,DCA,0.00,2
DL,DCA,ATL,0.00,3
DL,ATL,ORF,1.00,3
DL,ORF,ATL,1.00,3
DL,ATL,ORF,0.00,3
DL,ORF,ATL,0.00,3
DL,ATL,IAD,1.00,3
DL,IAD,ATL,0.00,3
DL,ATL,RIC,0.00,2
DL,RIC,ATL,0.00,2
DL,ATL,IAD,1.00,3
DL,IAD,ATL,1.00,3
DL,ATL,ORF,0.00,3
DL,ORF,ATL,0.00,3
DL,DCA,MSP,0.00,4
DL,MSP,DCA,0.00,4
DL,DCA,MSP,0.00,4
DL,RIC,ATL,0.00,2
DL,MSP,DCA,1.00,4
DL,DCA,DTW,1.00,2
DL,DTW,DCA,0.00,2
DL,ATL,RIC,1.00,2
DL,ATL,RIC,0.00,2
DL,ATL,IAD,0.00,3
DL,ATL,RIC,0.00,2
DL,ATL,ROA,0.00,2
DL,ATL,CHO,0.00,2
DL,ATL,DCA,0.00,3
DL,DCA,ATL,0.00,3
DL,IAD,ATL,1.00,3
DL,ROA,ATL,0.00,2
DL,CHO,ATL,0.00,2
DL,DCA,SLC,0.00,8
DL,SLC,DCA,0.00,8
DL,RIC,ATL,0.00,2
DL,ATL,DCA,1.00,3
DL,DCA,ATL,1.00,3
DL,DCA,DTW,0.00,2
DL,DTW,DCA,0.00,2
DL,DCA,ATL,0.00,3
DL,ATL,ORF,1.00,3
DL,ORF,ATL,1.00,3
DL,ATL,ORF,0.00,3
DL,ORF,ATL,0.00,3
DL,ATL,IAD,0.00,3
DL,IAD,ATL,0.00,3
DL,RIC,ATL,1.00,2
DL,ATL,ORF,0.00,3
DL,ORF,ATL,0.00,3
DL,DCA,MSP,0.00,4
DL,MSP,DCA,0.00,4
DL,DCA,MSP,1.00,4
DL,RIC,ATL,0.00,2
DL,MSP,DCA,0.00,4
DL,DCA,DTW,0.00,2
DL,DTW,DCA,0.00,2
DL,ATL,DCA,0.00,3
DL,ATL,RIC,0.00,2
DL,ATL,IAD,0.00,3
DL,ATL,RIC,0.00,2
DL,ATL,ROA,0.00,2
DL,DCA,DTW,1.00,2
DL,DTW,DCA,1.00,2
DL,ATL,CHO,0.00,2
DL,ATL,DCA,0.00,3
DL,DCA,ATL,0.00,3
DL,ATL,DCA,0.00,3
DL,IAD,ATL,0.00,3
DL,ROA,ATL,0.00,2
DL,CHO,ATL,0.00,2
DL,DCA,SLC,0.00,8
DL,SLC,DCA,0.00,8
DL,RIC,ATL,0.00,2
DL,ATL,DCA,1.00,3
DL,DCA,ATL,1.00,3
DL,DCA,DTW,1.00,2
DL,DTW,DCA,1.00,2
DL,DCA,ATL,0.00,3
DL,ATL,ORF,0.00,3
DL,ORF,ATL,0.00,3
DL,ATL,ORF,0.00,3
DL,ORF,ATL,0.00,3
DL,ATL,IAD,1.00,3
DL,IAD,ATL,0.00,3
DL,ATL,RIC,1.00,2
DL,RIC,ATL,1.00,2
DL,ATL,IAD,0.00,3
DL,IAD,ATL,0.00,3
DL,ATL,ORF,0.00,3
DL,ORF,ATL,0.00,3
DL,DCA,MSP,0.00,4
DL,MSP,DCA,0.00,4
DL,DCA,MSP,0.00,4
DL,RIC,ATL,0.00,2
DL,MSP,DCA,0.00,4
DL,DCA,DTW,0.00,2
DL,DTW,DCA,0.00,2
DL,ATL,RIC,0.00,2
DL,ATL,IAD,0.00,3
DL,ATL,RIC,0.00,2
DL,ATL,ROA,0.00,2
DL,DCA,DTW,1.00,2
DL,DTW,DCA,1.00,2
DL,ATL,CHO,1.00,2
DL,ATL,DCA,1.00,3
DL,DCA,ATL,1.00,3
DL,ATL,DCA,0.00,3
DL,IAD,ATL,1.00,3
DL,ROA,ATL,0.00,2
DL,CHO,ATL,0.00,2
DL,DCA,SLC,0.00,8
DL,SLC,DCA,0.00,8
DL,RIC,ATL,0.00,2
DL,ATL,DCA,0.00,3
DL,DCA,ATL,0.00,3
DL,DCA,DTW,1.00,2
DL,DTW,DCA,1.00,2
DL,DCA,ATL,0.00,3
DL,ATL,ORF,1.00,3
DL,ORF,ATL,1.00,3
DL,ATL,ORF,1.00,3
DL,ORF,ATL,0.00,3
DL,ATL,IAD,1.00,3
DL,IAD,ATL,0.00,3
DL,ATL,RIC,1.00,2
DL,RIC,ATL,1.00,2
DL,ATL,IAD,1.00,3
DL,IAD,ATL,1.00,3
DL,ATL,ORF,0.00,3
DL,ORF,ATL,0.00,3
DL,DCA,MSP,1.00,4
DL,MSP,DCA,1.00,4
DL,DCA,MSP,0.00,4
DL,RIC,ATL,0.00,2
DL,MSP,DCA,1.00,4
DL,DCA,DTW,0.00,2
DL,DTW,DCA,0.00,2
DL,ATL,RIC,1.00,2
DL,ATL,IAD,0.00,3
DL,ATL,RIC,0.00,2
DL,ATL,ROA,0.00,2
DL,DCA,DTW,1.00,2
DL,DTW,DCA,1.00,2
DL,ATL,CHO,0.00,2
DL,ATL,DCA,1.00,3
DL,DCA,ATL,1.00,3
DL,ATL,DCA,0.00,3
DL,IAD,ATL,1.00,3
DL,ROA,ATL,0.00,2
DL,CHO,ATL,1.00,2
DL,DCA,SLC,0.00,8
DL,SLC,DCA,0.00,8
DL,RIC,ATL,1.00,2
DL,ATL,DCA,0.00,3
DL,DCA,ATL,0.00,3
DL,DCA,DTW,1.00,2
DL,DTW,DCA,1.00,2
DL,DCA,ATL,0.00,3
DL,ATL,ORF,0.00,3
DL,ORF,ATL,0.00,3
DL,ATL,ORF,0.00,3
DL,ORF,ATL,1.00,3
DL,ATL,IAD,0.00,3
DL,IAD,ATL,0.00,3
DL,ATL,RIC,0.00,2
DL,RIC,ATL,0.00,2
DL,ATL,IAD,1.00,3
DL,IAD,ATL,1.00,3
DL,ATL,ORF,0.00,3
DL,ORF,ATL,0.00,3
DL,DCA,MSP,0.00,4
DL,MSP,DCA,0.00,4
DL,DCA,MSP,1.00,4
DL,RIC,ATL,0.00,2
DL,MSP,DCA,0.00,4
DL,DCA,DTW,0.00,2
DL,DTW,DCA,0.00,2
DL,ATL,RIC,0.00,2
DL,ATL,ROA,0.00,2
DL,DTW,DCA,0.00,2
DL,ATL,CHO,0.00,2
DL,ATL,DCA,0.00,3
DL,IAD,ATL,0.00,3
DL,ROA,ATL,0.00,2
DL,CHO,ATL,0.00,2
DL,ATL,DCA,0.00,3
DL,DCA,ATL,0.00,3
DL,DCA,DTW,0.00,2
DL,DCA,ATL,0.00,3
DL,ATL,ORF,0.00,3
DL,ORF,ATL,0.00,3
DL,ATL,IAD,0.00,3
DL,ATL,RIC,0.00,2
DL,RIC,ATL,0.00,2
DL,ATL,IAD,0.00,3
DL,IAD,ATL,0.00,3
DL,ATL,ORF,0.00,3
DL,ORF,ATL,0.00,3
DL,DCA,MSP,0.00,4
DL,MSP,DCA,0.00,4
DL,DCA,MSP,0.00,4
DL,RIC,ATL,0.00,2
DL,MSP,DCA,0.00,4
DL,DCA,DTW,0.00,2
DL,DTW,DCA,0.00,2
DL,ATL,RIC,0.00,2
DL,ATL,ROA,0.00,2
DL,DTW,DCA,1.00,2
DL,ATL,CHO,0.00,2
DL,ATL,DCA,0.00,3
DL,IAD,ATL,0.00,3
DL,ROA,ATL,0.00,2
DL,CHO,ATL,0.00,2
DL,ATL,DCA,0.00,3
DL,DCA,ATL,0.00,3
DL,DCA,DTW,1.00,2
DL,DCA,ATL,0.00,3
DL,ATL,ORF,0.00,3
DL,ORF,ATL,0.00,3
DL,ATL,IAD,0.00,3
DL,ATL,RIC,0.00,2
DL,RIC,ATL,0.00,2
DL,ATL,IAD,0.00,3
DL,IAD,ATL,0.00,3
DL,ATL,ORF,0.00,3
DL,ORF,ATL,0.00,3
DL,DCA,MSP,0.00,4
DL,MSP,DCA,0.00,4
DL,DCA,MSP,0.00,4
DL,RIC,ATL,0.00,2
DL,MSP,DCA,0.00,4
DL,DCA,DTW,0.00,2
DL,DTW,DCA,0.00,2
DL,ATL,IAD,0.00,3
DL,IAD,ATL,0.00,3
DL,ROA,ATL,1.00,2
DL,DTW,DCA,0.00,2
DL,ATL,RIC,0.00,2
DL,RIC,ATL,0.00,2
DL,IAD,ATL,0.00,3
DL,DTW,DCA,0.00,2
DL,ATL,ROA,0.00,2
DL,DCA,SLC,0.00,8
DL,SLC,DCA,0.00,8
DL,DCA,ATL,0.00,3
DL,CHO,ATL,1.00,2
DL,DCA,MSP,0.00,4
DL,ATL,IAD,1.00,3
DL,IAD,ATL,1.00,3
DL,ATL,RIC,0.00,2
DL,DCA,ATL,0.00,3
DL,ATL,RIC,0.00,2
DL,RIC,ATL,0.00,2
DL,ORF,ATL,0.00,3
DL,RIC,ATL,1.00,2
DL,ATL,PHF,1.00,3
DL,PHF,ATL,1.00,3
DL,IAD,ATL,1.00,3
DL,ATL,IAD,1.00,3
DL,IAD,ATL,1.00,3
DL,ATL,ORF,1.00,3
DL,ORF,ATL,1.00,3
DL,DCA,DTW,1.00,2
DL,DTW,DCA,1.00,2
DL,ATL,IAD,0.00,3
DL,MSP,DCA,1.00,4
DL,IAD,ATL,1.00,3
DL,DCA,MSP,1.00,4
DL,DCA,LAX,1.00,10
DL,LAX,DCA,0.00,10
DL,RIC,ATL,1.00,2
DL,ATL,DCA,0.00,3
DL,DCA,MSP,1.00,4
DL,MSP,DCA,1.00,4
DL,MSP,DCA,0.00,4
DL,DCA,DTW,0.00,2
DL,DCA,DTW,0.00,2
DL,RIC,ATL,0.00,2
DL,JFK,DCA,0.00,1
DL,ATL,ORF,1.00,3
DL,ORF,ATL,1.00,3
DL,DCA,JFK,1.00,1
DL,ATL,ORF,1.00,3
DL,ORF,ATL,1.00,3
DL,ATL,CHO,0.00,2
DL,IAD,SEA,0.00,10
DL,SEA,IAD,0.00,10
DL,DCA,ATL,0.00,3
DL,SLC,IAD,0.00,8
DL,ATL,ORF,0.00,3
DL,ATL,DCA,1.00,3
DL,DCA,ATL,1.00,3
DL,MSP,DCA,1.00,4
DL,ATL,RIC,1.00,2
DL,RIC,ATL,1.00,2
DL,ORF,ATL,0.00,3
DL,ATL,IAD,1.00,3
DL,ATL,DCA,0.00,3
DL,DCA,ATL,1.00,3
DL,ATL,DCA,0.00,3
DL,IAD,SLC,0.00,8
DL,ATL,RIC,0.00,2
DL,ATL,RIC,0.00,2
DL,ATL,IAD,0.00,3
DL,ATL,RIC,0.00,2
DL,ATL,ROA,0.00,2
DL,DCA,DTW,1.00,2
DL,DTW,DCA,1.00,2
DL,ATL,CHO,0.00,2
DL,ATL,DCA,1.00,3
DL,DCA,ATL,1.00,3
DL,ATL,DCA,0.00,3
DL,IAD,ATL,0.00,3
DL,ROA,ATL,0.00,2
DL,CHO,ATL,0.00,2
DL,JFK,DCA,1.00,1
DL,DCA,SLC,0.00,8
DL,SLC,DCA,0.00,8
DL,RIC,ATL,0.00,2
DL,ATL,IAD,1.00,3
DL,ATL,DCA,1.00,3
DL,DCA,ATL,1.00,3
DL,DCA,DTW,1.00,2
DL,DTW,DCA,1.00,2
DL,DCA,ATL,0.00,3
DL,ATL,ORF,0.00,3
DL,ORF,ATL,0.00,3
DL,ATL,ORF,0.00,3
DL,ORF,ATL,0.00,3
DL,ATL,IAD,0.00,3
DL,IAD,ATL,0.00,3
DL,ATL,RIC,0.00,2
DL,RIC,ATL,0.00,2
DL,ATL,IAD,1.00,3
DL,IAD,ATL,1.00,3
DL,ATL,ORF,0.00,3
DL,ORF,ATL,0.00,3
DL,DCA,MSP,1.00,4
DL,MSP,DCA,1.00,4
DL,DCA,MSP,0.00,4
DL,IAD,ATL,1.00,3
DL,DCA,MSP,0.00,4
DL,MSP,DCA,0.00,4
DL,RIC,ATL,0.00,2
DL,MSP,DCA,1.00,4
DL,DCA,DTW,0.00,2
DL,DTW,DCA,0.00,2
DL,ATL,ORF,0.00,3
DL,ORF,ATL,0.00,3
DL,IAD,SEA,1.00,10
DL,SEA,IAD,1.00,10
DL,ATL,DCA,1.00,3
DL,DCA,ATL,1.00,3
DL,DCA,ATL,1.00,3
DL,ATL,RIC,1.00,2
DL,ATL,RIC,0.00,2
DL,ATL,IAD,0.00,3
DL,ATL,RIC,1.00,2
DL,ATL,ROA,1.00,2
DL,DCA,DTW,1.00,2
DL,DTW,DCA,1.00,2
DL,ATL,CHO,1.00,2
DL,RIC,ATL,0.00,2
DL,ATL,DCA,1.00,3
DL,DCA,ATL,1.00,3
DL,ATL,DCA,0.00,3
DL,IAD,ATL,0.00,3
DL,ROA,ATL,0.00,2
DL,CHO,ATL,0.00,2
DL,DCA,SLC,0.00,8
DL,SLC,DCA,0.00,8
DL,RIC,ATL,1.00,2
DL,ATL,DCA,1.00,3
DL,DCA,ATL,1.00,3
DL,DCA,DTW,1.00,2
DL,DTW,DCA,1.00,2
DL,DCA,ATL,0.00,3
DL,ATL,ORF,0.00,3
DL,ORF,ATL,0.00,3
DL,ATL,ORF,0.00,3
DL,ORF,ATL,0.00,3
DL,ATL,IAD,0.00,3
DL,IAD,ATL,0.00,3
DL,ATL,RIC,1.00,2
DL,RIC,ATL,1.00,2
DL,ATL,IAD,1.00,3
DL,IAD,ATL,1.00,3
DL,ATL,ORF,0.00,3
DL,ORF,ATL,0.00,3
DL,DCA,MSP,1.00,4
DL,MSP,DCA,1.00,4
DL,DCA,MSP,1.00,4
DL,DCA,MSP,1.00,4
DL,MSP,DCA,1.00,4
DL,RIC,ATL,0.00,2
DL,MSP,DCA,1.00,4
DL,DCA,DTW,0.00,2
DL,DTW,DCA,0.00,2
DL,ATL,ORF,1.00,3
DL,ORF,ATL,1.00,3
DL,ATL,DCA,1.00,3
DL,DCA,ATL,1.00,3
DL,DCA,ATL,1.00,3
DL,ATL,RIC,1.00,2
DL,ATL,RIC,0.00,2
DL,ATL,IAD,1.00,3
DL,ATL,RIC,0.00,2
DL,ATL,ROA,0.00,2
DL,ATL,CHO,0.00,2
DL,ATL,DCA,0.00,3
DL,DCA,ATL,0.00,3
DL,IAD,ATL,0.00,3
DL,ROA,ATL,1.00,2
DL,CHO,ATL,1.00,2
DL,DCA,SLC,1.00,8
DL,SLC,DCA,1.00,8
DL,RIC,ATL,1.00,2
DL,ATL,DCA,1.00,3
DL,DCA,ATL,1.00,3
DL,DCA,DTW,1.00,2
DL,DTW,DCA,1.00,2
DL,DCA,ATL,0.00,3
DL,ATL,ORF,0.00,3
DL,ORF,ATL,0.00,3
DL,ATL,ORF,0.00,3
DL,ORF,ATL,0.00,3
DL,ATL,IAD,0.00,3
DL,IAD,ATL,0.00,3
DL,RIC,ATL,1.00,2
DL,ATL,ORF,1.00,3
DL,ORF,ATL,1.00,3
DL,DCA,MSP,0.00,4
DL,MSP,DCA,0.00,4
DL,DCA,MSP,1.00,4
DL,DCA,MSP,1.00,4
DL,MSP,DCA,1.00,4
DL,RIC,ATL,0.00,2
DL,MSP,DCA,0.00,4
DL,DCA,DTW,0.00,2
DL,DTW,DCA,0.00,2
DL,ATL,DCA,0.00,3
DL,DCA,ATL,1.00,3
DL,ATL,RIC,1.00,2
DL,ATL,RIC,0.00,2
DL,ATL,IAD,0.00,3
DL,ATL,RIC,0.00,2
DL,ATL,ROA,0.00,2
DL,DCA,DTW,1.00,2
DL,DTW,DCA,1.00,2
DL,ATL,CHO,1.00,2
DL,RIC,ATL,0.00,2
DL,ATL,DCA,1.00,3
DL,DCA,ATL,0.00,3
DL,ATL,DCA,0.00,3
DL,IAD,ATL,0.00,3
DL,ATL,DCA,1.00,3
DL,ROA,ATL,0.00,2
DL,CHO,ATL,1.00,2
DL,DCA,SLC,0.00,8
DL,SLC,DCA,0.00,8
DL,RIC,ATL,1.00,2
DL,ATL,DCA,1.00,3
DL,DCA,ATL,1.00,3
DL,DCA,DTW,0.00,2
DL,DTW,DCA,0.00,2
DL,DCA,ATL,1.00,3
DL,ATL,ORF,1.00,3
DL,ORF,ATL,1.00,3
DL,ATL,ORF,0.00,3
DL,ORF,ATL,0.00,3
DL,ATL,IAD,0.00,3
DL,IAD,ATL,0.00,3
DL,ATL,RIC,0.00,2
DL,RIC,ATL,0.00,2
DL,ATL,IAD,1.00,3
DL,IAD,ATL,1.00,3
DL,ATL,ORF,0.00,3
DL,ORF,ATL,0.00,3
DL,DCA,MSP,1.00,4
DL,MSP,DCA,1.00,4
DL,DCA,MSP,0.00,4
DL,DCA,MSP,1.00,4
DL,MSP,DCA,1.00,4
DL,DCA,LAX,1.00,10
DL,LAX,DCA,1.00,10
DL,RIC,ATL,0.00,2
DL,MSP,DCA,1.00,4
DL,DCA,DTW,1.00,2
DL,DCA,DTW,0.00,2
DL,DTW,DCA,1.00,2
DL,ATL,ORF,1.00,3
DL,ORF,ATL,1.00,3
DL,SLC,IAD,1.00,8
DL,ATL,DCA,1.00,3
DL,DCA,ATL,1.00,3
DL,DCA,ATL,1.00,3
DL,DTW,DCA,1.00,2
DL,ATL,RIC,0.00,2
DL,ATL,RIC,1.00,2
DL,ATL,IAD,1.00,3
DL,ATL,RIC,0.00,2
DL,ATL,ROA,0.00,2
DL,DCA,DTW,0.00,2
DL,DTW,DCA,0.00,2
