Date,Open,High,Low,Close,Volume
09/10/2020,"36.35","37.33","36.18","36.45","24,905,320"
09/09/2020,"36.90","37.08","35.59","36.03","25,407,619"
09/08/2020,"37.30","38.48","36.48","37.28","33,207,121"
09/04/2020,"38.15","38.74","36.46","38.21","33,121,590"
09/03/2020,"37.13","39.77","36.14","37.40","53,966,449"
09/02/2020,"36.10","37.10","35.21","36.89","26,622,811"
09/01/2020,"35.25","37.24","34.95","36.01","29,757,270"
08/31/2020,"37.25","37.44","35.73","36.00","27,114,240"
08/28/2020,"37.14","37.44","35.89","37.34","35,228,930"
08/27/2020,"35.50","37.99","35.18","36.22","51,046,520"
08/26/2020,"35.26","35.51","34.11","34.25","23,414,510"
08/25/2020,"36.44","36.94","34.48","35.22","39,748,273"
08/24/2020,"33.67","36.39","33.20","36.32","50,533,594"
08/21/2020,"33.80","34.44","32.98","33.04","22,730,340"
08/20/2020,"33.92","34.39","33.20","34.05","28,196,949"
08/19/2020,"34.36","36.56","34.13","34.44","40,587,930"
08/18/2020,"34.39","34.88","33.58","33.98","19,070,270"
08/17/2020,"36.21","36.30","34.36","34.40","22,574,260"
08/14/2020,"35.35","36.57","35.20","36.18","28,384,141"
08/13/2020,"35.75","37.52","35.52","35.81","35,460,090"
08/12/2020,"37.55","37.74","35.47","36.40","35,005,422"
08/11/2020,"39.64","39.86","36.66","36.83","56,549,340"
08/10/2020,"34.65","37.55","34.64","37.54","48,876,391"
08/07/2020,"33.90","34.42","33.45","34.33","30,394,461"
08/06/2020,"34.25","35.03","33.23","34.40","51,250,738"
08/05/2020,"33.31","34.57","32.17","33.73","49,260,754"
08/04/2020,"32.01","33.70","32.01","32.29","30,010,100"
08/03/2020,"31.33","32.28","30.32","31.87","35,214,422"
07/31/2020,"31.69","31.77","30.69","31.38","29,612,061"
07/30/2020,"32.03","32.28","31.55","31.74","31,536,801"
07/29/2020,"33.61","34.15","32.22","32.57","31,122,770"
07/28/2020,"32.27","34.04","32.27","33.46","41,625,352"
07/27/2020,"32.89","33.66","32.05","32.42","33,062,559"
07/24/2020,"32.88","33.69","32.47","32.88","38,446,609"
07/23/2020,"31.35","35.13","30.95","33.23","82,254,211"
07/22/2020,"32.82","33.26","31.63","31.67","48,195,754"
07/21/2020,"32.64","33.79","32.46","33.07","45,932,070"
07/20/2020,"33.90","34.39","32.18","32.33","36,534,207"
07/17/2020,"34.27","34.98","33.48","33.92","37,397,500"
07/16/2020,"34.60","35.38","33.88","34.49","53,333,160"
07/15/2020,"34.13","36.78","33.16","36.37","84,741,891"
07/14/2020,"30.70","32.32","30.42","31.74","44,172,199"
07/13/2020,"33.23","33.37","31.01","31.76","56,572,980"
07/10/2020,"29.38","32.90","29.23","32.67","80,475,539"
07/09/2020,"32.00","32.49","29.96","30.17","53,324,020"
07/08/2020,"31.62","33.03","31.32","32.53","55,863,871"
07/07/2020,"34.07","34.12","32.38","32.55","47,337,559"
07/06/2020,"34.76","35.41","33.52","35.21","46,540,289"
07/02/2020,"35.88","36.08","33.95","34.14","53,576,633"
07/01/2020,"36.92","38.37","34.03","34.45","87,861,289"
06/30/2020,"34.60","35.36","33.23","34.61","54,406,449"
06/29/2020,"33.20","35.50","31.81","35.27","64,905,793"
06/26/2020,"34.50","34.61","32.00","32.89","58,993,340"
06/25/2020,"31.35","34.76","31.03","34.69","72,479,469"
06/24/2020,"34.68","35.23","32.62","33.07","65,450,848"
06/23/2020,"36.56","36.88","34.37","36.08","63,531,781"
06/22/2020,"35.18","37.10","35.00","36.54","65,256,609"
06/19/2020,"39.94","40.26","35.76","36.84","101,013,906"
06/18/2020,"37.65","40.20","37.50","39.34","64,927,113"
06/17/2020,"39.09","39.77","38.22","39.25","60,125,887"
06/16/2020,"42.51","42.75","39.52","40.21","71,155,211"
06/15/2020,"36.04","39.87","35.51","39.00","102,434,797"
06/12/2020,"37.51","39.68","36.15","39.66","98,882,648"
06/11/2020,"33.26","36.38","32.22","33.32","104,768,797"
06/10/2020,"42.04","42.60","38.30","39.72","105,254,898"
06/09/2020,"45.00","46.10","41.50","44.64","79,612,844"
06/08/2020,"45.86","48.85","44.57","48.69","89,957,312"
06/05/2020,"48.95","48.95","41.26","42.41","135,585,109"
06/04/2020,"35.77","39.85","34.14","39.10","142,812,797"
06/03/2020,"30.75","33.90","30.39","33.65","85,543,750"
06/02/2020,"30.12","30.92","29.31","29.91","47,473,422"
06/01/2020,"28.19","30.29","27.95","29.46","57,585,070"
05/29/2020,"27.11","28.88","26.65","28.04","64,483,621"
05/28/2020,"30.00","30.00","28.53","28.89","57,401,180"
05/27/2020,"32.25","32.75","28.54","30.69","89,323,148"
05/26/2020,"27.48","29.88","27.45","29.54","88,220,680"
05/22/2020,"26.38","26.58","24.67","25.40","45,062,047"
05/21/2020,"25.09","26.58","25.00","25.84","53,737,289"
05/20/2020,"24.38","25.39","24.30","24.91","56,271,961"
05/19/2020,"25.62","25.67","23.33","23.68","81,387,953"
05/18/2020,"21.79","24.26","21.46","24.13","72,914,844"
05/15/2020,"19.67","20.96","19.28","19.92","39,807,953"
05/14/2020,"19.72","20.43","18.18","20.30","74,107,758"
05/13/2020,"22.51","22.64","20.33","20.71","59,007,859"
05/12/2020,"23.95","24.46","22.74","22.76","40,420,910"
05/11/2020,"24.50","24.64","23.46","23.97","47,485,793"
05/08/2020,"23.58","25.44","23.32","25.42","55,613,246"
05/07/2020,"22.96","24.45","22.45","22.75","44,179,281"
05/06/2020,"23.96","24.35","22.39","22.91","43,355,301"
05/05/2020,"26.04","26.35","23.98","24.12","35,651,672"
05/04/2020,"23.91","25.56","22.76","25.26","63,152,398"
05/01/2020,"28.10","29.25","26.13","26.62","47,710,312"
04/30/2020,"29.66","31.07","28.32","29.58","44,896,848"
04/29/2020,"29.58","31.84","29.49","31.21","52,643,461"
04/28/2020,"25.86","28.43","25.50","27.84","59,812,102"
04/27/2020,"25.99","26.34","24.87","25.00","35,980,031"
04/24/2020,"25.92","26.15","24.67","25.56","34,850,727"
04/23/2020,"26.00","26.56","25.66","25.72","35,812,488"
04/22/2020,"27.30","27.66","25.01","25.88","90,730,570"
04/21/2020,"27.01","28.36","26.76","27.88","28,293,240"
04/20/2020,"27.93","28.67","26.69","27.79","37,041,699"
04/17/2020,"29.90","30.11","28.86","29.08","26,829,600"
04/16/2020,"30.35","30.49","27.92","28.21","44,795,633"
04/15/2020,"31.97","32.60","29.88","31.86","46,775,180"
04/14/2020,"30.52","32.21","30.38","30.90","28,650,561"
04/13/2020,"32.63","32.70","27.59","28.91","36,493,672"
04/09/2020,"29.92","34.04","29.57","31.50","54,118,480"
04/08/2020,"25.65","27.54","24.51","27.51","32,657,740"
04/07/2020,"28.20","28.69","23.72","24.48","43,809,289"
04/06/2020,"23.90","24.80","21.80","24.02","32,017,900"
04/03/2020,"24.22","24.94","21.56","22.89","28,350,250"
04/02/2020,"25.24","26.09","23.00","23.42","25,212,820"
04/01/2020,"29.51","29.69","25.36","25.65","27,541,551"
03/31/2020,"31.31","33.61","30.58","31.55","16,568,760"
03/30/2020,"30.69","31.80","28.00","30.16","18,386,439"
03/27/2020,"35.02","35.20","32.03","32.84","18,379,570"
03/26/2020,"38.38","39.78","34.53","35.55","29,647,801"
03/25/2020,"38.00","39.47","33.29","36.60","32,988,801"
03/24/2020,"31.99","34.15","30.01","33.00","31,502,490"
03/23/2020,"25.97","26.60","23.37","26.25","25,585,770"
03/20/2020,"23.37","30.74","22.20","24.50","37,407,969"
03/19/2020,"21.34","23.99","18.09","21.28","31,611,170"
03/18/2020,"28.81","28.97","17.80","21.38","35,372,672"
03/17/2020,"36.49","38.14","30.05","30.67","21,078,869"
03/16/2020,"34.34","39.37","30.38","35.47","28,259,539"
03/13/2020,"41.33","42.49","34.00","41.64","24,135,260"
03/12/2020,"42.77","44.31","37.01","37.08","19,423,641"
03/11/2020,"50.53","51.23","48.05","49.34","10,917,060"
