OP_UNIQUE_CARRIER,ORIGIN,DEST,CANCELLED,DISTANCE_GROUP
9E,JFK,BUF,1.00,2
9E,JFK,BUF,1.00,2
9E,JFK,BUF,1.00,2
9E,JFK,BUF,1.00,2
9E,JFK,BUF,1.00,2
9E,JFK,BUF,1.00,2
9E,JFK,BUF,1.00,2
9E,JFK,BUF,1.00,2
9E,JFK,BUF,1.00,2
9E,SYR,JFK,1.00,1
9E,SYR,JFK,1.00,1
9E,SYR,JFK,0.00,1
9E,SYR,JFK,0.00,1
9E,SYR,JFK,0.00,1
9E,SYR,JFK,0.00,1
9E,SYR,JFK,0.00,1
9E,SYR,JFK,0.00,1
9E,SYR,JFK,0.00,1
9E,SYR,JFK,0.00,1
9E,SYR,JFK,0.00,1
9E,SYR,JFK,0.00,1
9E,SYR,JFK,0.00,1
9E,SYR,JFK,0.00,1
9E,SYR,JFK,1.00,1
9E,SYR,JFK,1.00,1
9E,SYR,JFK,1.00,1
9E,BOS,JFK,1.00,1
9E,BOS,JFK,1.00,1
9E,BOS,JFK,0.00,1
9E,BOS,JFK,0.00,1
9E,BOS,JFK,0.00,1
9E,BOS,JFK,0.00,1
9E,BOS,JFK,0.00,1
9E,BOS,JFK,0.00,1
9E,BOS,JFK,0.00,1
9E,BOS,JFK,0.00,1
9E,BOS,JFK,0.00,1
9E,BOS,JFK,1.00,1
9E,BOS,JFK,1.00,1
9E,BOS,JFK,1.00,1
9E,BOS,JFK,0.00,1
9E,BOS,JFK,0.00,1
9E,CLT,LGA,1.00,3
9E,CLT,LGA,1.00,3
9E,CLT,LGA,1.00,3
9E,CLT,LGA,1.00,3
9E,CLT,LGA,1.00,3
9E,CLT,LGA,1.00,3
9E,CLT,LGA,1.00,3
9E,CLT,LGA,1.00,3
9E,CLT,LGA,1.00,3
9E,RDU,JFK,1.00,2
9E,RDU,JFK,1.00,2
9E,RDU,JFK,1.00,2
9E,RDU,JFK,1.00,2
9E,RDU,JFK,1.00,2
9E,RDU,JFK,1.00,2
9E,RDU,JFK,1.00,2
9E,RDU,JFK,1.00,2
9E,JFK,RDU,1.00,2
9E,JFK,RDU,1.00,2
9E,JFK,RDU,1.00,2
9E,JFK,RDU,1.00,2
9E,JFK,RDU,1.00,2
9E,JFK,RDU,1.00,2
9E,JFK,RDU,1.00,2
9E,JFK,RDU,1.00,2
9E,JFK,RDU,1.00,2
9E,RDU,JFK,1.00,2
9E,RDU,JFK,1.00,2
9E,RDU,JFK,1.00,2
9E,RDU,JFK,1.00,2
9E,RDU,JFK,1.00,2
9E,RDU,JFK,1.00,2
9E,RDU,JFK,1.00,2
9E,RDU,JFK,1.00,2
9E,RDU,JFK,1.00,2
9E,RDU,JFK,1.00,2
9E,RDU,JFK,1.00,2
9E,RDU,JFK,1.00,2
9E,RDU,JFK,1.00,2
9E,RDU,JFK,1.00,2
9E,RDU,JFK,1.00,2
9E,RDU,JFK,1.00,2
9E,LGA,RDU,1.00,2
9E,LGA,RDU,1.00,2
9E,DTW,ROC,0.00,2
9E,DTW,ROC,0.00,2
9E,DTW,ROC,0.00,2
9E,DTW,ROC,0.00,2
9E,DTW,ROC,0.00,2
9E,DTW,ROC,0.00,2
9E,DTW,ROC,0.00,2
9E,DTW,ROC,0.00,2
9E,DTW,ROC,0.00,2
9E,DTW,ROC,0.00,2
9E,DTW,ROC,0.00,2
9E,DTW,ROC,0.00,2
9E,DTW,ROC,0.00,2
9E,DTW,ROC,1.00,2
9E,DTW,ROC,1.00,2
9E,DTW,ROC,1.00,2
9E,DTW,ROC,1.00,2
9E,JFK,ROC,1.00,2
9E,JFK,ROC,1.00,2
9E,JFK,ROC,1.00,2
9E,JFK,ROC,1.00,2
9E,JFK,ROC,1.00,2
9E,JFK,ROC,1.00,2
9E,JFK,ROC,1.00,2
9E,JFK,ROC,1.00,2
9E,JFK,ROC,1.00,2
9E,JFK,ROC,1.00,2
9E,ROC,JFK,1.00,2
9E,ROC,JFK,1.00,2
9E,ROC,JFK,1.00,2
9E,ROC,JFK,1.00,2
9E,ROC,JFK,1.00,2
9E,ROC,JFK,1.00,2
9E,ROC,JFK,1.00,2
9E,ROC,JFK,1.00,2
9E,SYR,DTW,0.00,2
9E,SYR,DTW,0.00,2
9E,SYR,DTW,0.00,2
9E,SYR,DTW,0.00,2
9E,SYR,DTW,0.00,2
9E,SYR,DTW,0.00,2
9E,SYR,DTW,0.00,2
9E,SYR,DTW,0.00,2
9E,SYR,DTW,0.00,2
9E,SYR,DTW,0.00,2
9E,SYR,DTW,0.00,2
9E,SYR,DTW,0.00,2
9E,SYR,DTW,0.00,2
9E,SYR,DTW,0.00,2
9E,SYR,DTW,0.00,2
9E,SYR,DTW,0.00,2
9E,SYR,DTW,0.00,2
9E,SYR,DTW,0.00,2
9E,SYR,DTW,0.00,2
9E,SYR,DTW,0.00,2
9E,SYR,DTW,0.00,2
9E,SYR,DTW,0.00,2
9E,SYR,DTW,0.00,2
9E,SYR,DTW,0.00,2
9E,SYR,DTW,0.00,2
9E,SYR,DTW,0.00,2
9E,SYR,DTW,0.00,2
9E,SYR,DTW,0.00,2
9E,SYR,DTW,0.00,2
9E,DTW,SYR,0.00,2
9E,DTW,SYR,0.00,2
9E,DTW,SYR,0.00,2
9E,DTW,SYR,0.00,2
9E,DTW,SYR,0.00,2
9E,DTW,SYR,0.00,2
9E,DTW,SYR,0.00,2
9E,DTW,SYR,0.00,2
9E,DTW,SYR,0.00,2
9E,DTW,SYR,0.00,2
9E,DTW,SYR,0.00,2
9E,DTW,SYR,0.00,2
9E,DTW,SYR,0.00,2
9E,DTW,SYR,0.00,2
9E,DTW,SYR,0.00,2
9E,DTW,SYR,0.00,2
9E,DTW,SYR,0.00,2
9E,DTW,SYR,0.00,2
9E,DTW,SYR,0.00,2
9E,DTW,SYR,0.00,2
9E,DTW,SYR,0.00,2
9E,DTW,SYR,0.00,2
9E,DTW,SYR,0.00,2
9E,DTW,SYR,0.00,2
9E,DTW,SYR,0.00,2
9E,DTW,SYR,0.00,2
9E,DTW,SYR,0.00,2
9E,DTW,SYR,0.00,2
9E,DTW,SYR,0.00,2
9E,JFK,BTV,1.00,2
9E,JFK,BTV,1.00,2
9E,LGA,TYS,1.00,3
9E,LGA,TYS,1.00,3
9E,LGA,TYS,1.00,3
9E,LGA,TYS,1.00,3
9E,LGA,TYS,1.00,3
9E,LGA,TYS,1.00,3
9E,LGA,TYS,1.00,3
9E,LGA,TYS,1.00,3
9E,HPN,ATL,0.00,4
9E,LGA,SAV,1.00,3
9E,LGA,SAV,1.00,3
9E,LGA,SAV,1.00,3
9E,LGA,SAV,1.00,3
9E,LGA,SAV,1.00,3
9E,LGA,SAV,1.00,3
9E,LGA,SAV,1.00,3
9E,LGA,SAV,1.00,3
9E,LGA,SAV,1.00,3
9E,LGA,SAV,1.00,3
9E,LGA,SAV,1.00,3
9E,ORD,JFK,1.00,3
9E,BOS,JFK,1.00,1
9E,BOS,JFK,1.00,1
9E,BOS,JFK,0.00,1
9E,BOS,JFK,0.00,1
9E,BOS,JFK,0.00,1
9E,BOS,JFK,0.00,1
9E,BOS,JFK,0.00,1
9E,BOS,JFK,0.00,1
9E,BOS,JFK,0.00,1
9E,BOS,JFK,0.00,1
9E,BOS,JFK,0.00,1
9E,BOS,JFK,0.00,1
9E,BOS,JFK,0.00,1
9E,BOS,JFK,0.00,1
9E,BOS,JFK,0.00,1
9E,BOS,JFK,0.00,1
9E,BOS,JFK,0.00,1
9E,BOS,JFK,0.00,1
9E,BOS,JFK,0.00,1
9E,BOS,JFK,0.00,1
9E,BOS,JFK,0.00,1
9E,BOS,JFK,0.00,1
9E,BOS,JFK,0.00,1
9E,BOS,JFK,0.00,1
9E,BOS,JFK,0.00,1
9E,DTW,ALB,0.00,2
9E,CLE,JFK,1.00,2
9E,JFK,CLE,1.00,2
9E,CVG,LGA,1.00,3
9E,JFK,SAV,1.00,3
9E,SAV,JFK,1.00,3
9E,RDU,LGA,1.00,2
9E,JFK,PWM,1.00,2
9E,PWM,JFK,1.00,2
9E,JFK,ROC,1.00,2
9E,ROC,JFK,1.00,2
9E,JFK,RDU,1.00,2
9E,LGA,ORF,1.00,2
9E,ORF,LGA,1.00,2
9E,JFK,RIC,1.00,2
9E,RIC,JFK,1.00,2
9E,LGA,TYS,1.00,3
9E,TYS,LGA,1.00,3
9E,JFK,BOS,1.00,1
9E,JFK,BOS,1.00,1
9E,JFK,BOS,0.00,1
9E,JFK,BOS,0.00,1
9E,JFK,BOS,0.00,1
9E,JFK,BOS,0.00,1
9E,JFK,BOS,0.00,1
9E,JFK,BOS,0.00,1
9E,JFK,BOS,0.00,1
9E,JFK,BOS,0.00,1
9E,JFK,BOS,0.00,1
9E,JFK,BOS,1.00,1
9E,JFK,BOS,1.00,1
9E,JFK,BOS,1.00,1
9E,JFK,PWM,1.00,2
9E,CLT,LGA,1.00,3
9E,CLT,LGA,1.00,3
9E,CLT,LGA,1.00,3
9E,CLT,LGA,1.00,3
9E,CLT,LGA,1.00,3
9E,CLT,LGA,1.00,3
9E,CLT,LGA,1.00,3
9E,CLT,LGA,1.00,3
9E,IND,JFK,1.00,3
9E,JFK,IND,1.00,3
9E,JFK,IND,1.00,3
9E,JFK,IND,1.00,3
9E,JFK,IND,1.00,3
9E,JFK,IND,1.00,3
9E,JFK,IND,1.00,3
9E,JFK,IND,1.00,3
9E,JFK,IND,1.00,3
9E,JFK,IND,1.00,3
9E,JFK,IND,1.00,3
9E,JFK,IND,1.00,3
9E,JFK,BOS,1.00,1
9E,JFK,BOS,1.00,1
9E,JFK,BOS,0.00,1
9E,JFK,BOS,0.00,1
9E,JFK,BOS,0.00,1
9E,JFK,BOS,0.00,1
9E,JFK,BOS,0.00,1
9E,JFK,BOS,0.00,1
9E,JFK,BOS,0.00,1
9E,JFK,BOS,0.00,1
9E,JFK,BOS,0.00,1
9E,JFK,BOS,0.00,1
9E,JFK,BOS,0.00,1
9E,JFK,BOS,0.00,1
9E,JFK,BOS,0.00,1
9E,JFK,BOS,0.00,1
9E,JFK,BOS,0.00,1
9E,JFK,BOS,0.00,1
9E,JFK,BOS,0.00,1
9E,JFK,BOS,0.00,1
9E,JFK,BOS,0.00,1
9E,JFK,BOS,0.00,1
9E,JFK,BOS,0.00,1
9E,JFK,BOS,0.00,1
9E,JFK,BOS,0.00,1
9E,JFK,BOS,0.00,1
9E,JFK,BOS,0.00,1
9E,JFK,BOS,0.00,1
9E,JFK,BOS,0.00,1
9E,LGA,TYS,1.00,3
9E,JFK,BUF,1.00,2
9E,DTW,JFK,1.00,3
9E,SAV,LGA,1.00,3
9E,SAV,LGA,1.00,3
9E,SAV,LGA,1.00,3
9E,SAV,LGA,1.00,3
9E,SAV,LGA,1.00,3
9E,SAV,LGA,1.00,3
9E,SAV,LGA,1.00,3
9E,SAV,LGA,1.00,3
9E,SAV,LGA,1.00,3
9E,SAV,LGA,1.00,3
9E,SAV,LGA,1.00,3
9E,LGA,PIT,1.00,2
9E,PIT,LGA,1.00,2
9E,BUF,DTW,0.00,1
9E,BUF,DTW,0.00,1
9E,BUF,DTW,1.00,1
9E,BUF,DTW,1.00,1
9E,BUF,DTW,0.00,1
9E,BUF,DTW,0.00,1
9E,BUF,DTW,0.00,1
9E,BUF,DTW,0.00,1
9E,BUF,DTW,1.00,1
9E,BUF,DTW,0.00,1
9E,BUF,DTW,0.00,1
9E,BUF,DTW,0.00,1
9E,BUF,DTW,0.00,1
9E,BUF,DTW,0.00,1
9E,BUF,DTW,0.00,1
9E,BUF,DTW,0.00,1
9E,BUF,DTW,0.00,1
9E,BUF,DTW,0.00,1
9E,BUF,DTW,0.00,1
9E,BUF,DTW,0.00,1
9E,BUF,DTW,0.00,1
9E,BUF,DTW,0.00,1
9E,BUF,DTW,0.00,1
9E,BUF,DTW,0.00,1
9E,BUF,DTW,0.00,1
9E,DTW,BUF,0.00,1
9E,DTW,BUF,0.00,1
9E,DTW,BUF,0.00,1
9E,DTW,BUF,1.00,1
9E,DTW,BUF,1.00,1
9E,DTW,BUF,0.00,1
9E,DTW,BUF,0.00,1
9E,DTW,BUF,0.00,1
9E,DTW,BUF,0.00,1
9E,DTW,BUF,0.00,1
9E,DTW,BUF,1.00,1
9E,DTW,BUF,0.00,1
9E,DTW,BUF,0.00,1
9E,DTW,BUF,0.00,1
9E,DTW,BUF,0.00,1
9E,DTW,BUF,0.00,1
9E,DTW,BUF,0.00,1
9E,DTW,BUF,0.00,1
9E,DTW,BUF,0.00,1
9E,DTW,BUF,0.00,1
9E,DTW,BUF,0.00,1
9E,DTW,BUF,0.00,1
9E,DTW,BUF,0.00,1
9E,DTW,BUF,0.00,1
9E,DTW,BUF,0.00,1
9E,DTW,BUF,0.00,1
9E,DTW,BUF,0.00,1
9E,DTW,BUF,0.00,1
9E,DTW,BUF,0.00,1
9E,JFK,SYR,1.00,1
9E,JFK,SYR,1.00,1
9E,JFK,SYR,1.00,1
9E,JFK,SYR,1.00,1
9E,JFK,SYR,1.00,1
9E,JFK,SYR,1.00,1
9E,JFK,SYR,1.00,1
9E,JFK,SYR,1.00,1
9E,JFK,SYR,1.00,1
9E,JFK,SYR,1.00,1
9E,SYR,JFK,1.00,1
9E,SYR,JFK,1.00,1
9E,SYR,JFK,1.00,1
9E,SYR,JFK,1.00,1
9E,SYR,JFK,1.00,1
9E,SYR,JFK,1.00,1
9E,SYR,JFK,1.00,1
9E,SYR,JFK,1.00,1
9E,SYR,JFK,1.00,1
9E,SYR,JFK,1.00,1
9E,SYR,JFK,1.00,1
9E,CLT,LGA,1.00,3
9E,JFK,ROC,1.00,2
9E,JFK,ROC,1.00,2
9E,JFK,ROC,1.00,2
9E,JFK,ROC,1.00,2
9E,JFK,ROC,1.00,2
9E,JFK,ROC,1.00,2
9E,JFK,ROC,1.00,2
9E,JFK,ROC,1.00,2
9E,ROC,JFK,1.00,2
9E,ROC,JFK,1.00,2
9E,ROC,JFK,1.00,2
9E,ROC,JFK,1.00,2
9E,ROC,JFK,1.00,2
9E,ROC,JFK,1.00,2
9E,ROC,JFK,1.00,2
9E,ROC,JFK,1.00,2
9E,ROC,JFK,1.00,2
9E,ROC,JFK,1.00,2
9E,ATL,HPN,1.00,4
9E,PIT,JFK,1.00,2
9E,PWM,JFK,1.00,2
9E,PWM,JFK,1.00,2
9E,PWM,JFK,1.00,2
9E,PWM,JFK,1.00,2
9E,PWM,JFK,1.00,2
9E,PWM,JFK,1.00,2
9E,PWM,JFK,1.00,2
9E,PWM,JFK,1.00,2
9E,DTW,ROC,0.00,2
9E,DTW,ROC,0.00,2
9E,DTW,ROC,0.00,2
9E,DTW,ROC,1.00,2
9E,DTW,ROC,0.00,2
9E,DTW,ROC,0.00,2
9E,DTW,ROC,0.00,2
9E,DTW,ROC,0.00,2
9E,DTW,ROC,0.00,2
9E,DTW,ROC,0.00,2
9E,DTW,ROC,0.00,2
9E,DTW,ROC,0.00,2
9E,DTW,ROC,0.00,2
9E,DTW,ROC,0.00,2
9E,DTW,ROC,0.00,2
9E,DTW,ROC,0.00,2
9E,DTW,ROC,0.00,2
9E,DTW,ROC,0.00,2
9E,DTW,ROC,0.00,2
9E,DTW,ROC,0.00,2
9E,DTW,ROC,0.00,2
9E,DTW,ROC,0.00,2
9E,DTW,ROC,0.00,2
9E,DTW,ROC,0.00,2
9E,DTW,ROC,0.00,2
9E,ROC,DTW,0.00,2
9E,ROC,DTW,0.00,2
9E,ROC,DTW,0.00,2
9E,ROC,DTW,1.00,2
9E,ROC,DTW,0.00,2
9E,ROC,DTW,0.00,2
9E,ROC,DTW,0.00,2
9E,ROC,DTW,0.00,2
9E,ROC,DTW,0.00,2
9E,ROC,DTW,0.00,2
9E,ROC,DTW,0.00,2
9E,ROC,DTW,0.00,2
9E,ROC,DTW,0.00,2
9E,ROC,DTW,0.00,2
9E,ROC,DTW,0.00,2
9E,ROC,DTW,0.00,2
9E,ROC,DTW,0.00,2
9E,ROC,DTW,0.00,2
9E,ROC,DTW,0.00,2
9E,ROC,DTW,0.00,2
9E,ROC,DTW,0.00,2
9E,ROC,DTW,0.00,2
9E,ROC,DTW,0.00,2
9E,ROC,DTW,0.00,2
9E,ROC,DTW,0.00,2
9E,LGA,RIC,1.00,2
9E,RIC,LGA,1.00,2
9E,IAD,JFK,1.00,1
9E,IAD,JFK,1.00,1
9E,IAD,JFK,1.00,1
9E,IAD,JFK,1.00,1
9E,IAD,JFK,1.00,1
9E,IAD,JFK,1.00,1
9E,IAD,JFK,1.00,1
9E,IAD,JFK,1.00,1
9E,IAD,JFK,1.00,1
9E,IAD,JFK,1.00,1
9E,JFK,IAD,1.00,1
9E,JFK,IAD,1.00,1
9E,JFK,IAD,1.00,1
9E,JFK,IAD,1.00,1
9E,JFK,IAD,1.00,1
9E,JFK,IAD,1.00,1
9E,JFK,IAD,1.00,1
9E,JFK,IAD,1.00,1
9E,JFK,IAD,1.00,1
9E,JFK,IAD,1.00,1
9E,JFK,PWM,1.00,2
9E,PWM,JFK,1.00,2
9E,ROC,JFK,1.00,2
9E,CVG,LGA,1.00,3
9E,CVG,LGA,1.00,3
9E,CVG,LGA,1.00,3
9E,CVG,LGA,1.00,3
9E,CVG,LGA,1.00,3
9E,CVG,LGA,1.00,3
9E,CVG,LGA,1.00,3
9E,CVG,LGA,1.00,3
9E,CVG,LGA,1.00,3
9E,CVG,LGA,1.00,3
9E,LGA,CVG,1.00,3
9E,LGA,CVG,1.00,3
9E,RDU,LGA,1.00,2
9E,JFK,IND,1.00,3
9E,LGA,ORF,1.00,2
9E,ORF,LGA,1.00,2
9E,LGA,CLT,1.00,3
9E,LGA,STL,1.00,4
9E,STL,LGA,1.00,4
9E,ORD,JFK,1.00,3
9E,MSP,ROC,0.00,4
9E,DTW,JFK,1.00,3
9E,IAD,JFK,1.00,1
9E,JFK,IAD,1.00,1
9E,JFK,DTW,1.00,3
9E,IAD,JFK,1.00,1
9E,JFK,IAD,1.00,1
9E,LGA,TYS,1.00,3
9E,TYS,LGA,1.00,3
9E,ORF,LGA,1.00,2
9E,RDU,JFK,1.00,2
9E,IND,JFK,1.00,3
9E,JFK,IND,1.00,3
9E,ROC,MSP,1.00,4
9E,JFK,BOS,1.00,1
9E,LGA,STL,1.00,4
9E,STL,LGA,1.00,4
9E,JFK,RDU,1.00,2
9E,JFK,RDU,1.00,2
9E,JFK,RDU,1.00,2
9E,JFK,RDU,1.00,2
9E,JFK,RDU,1.00,2
9E,JFK,RDU,1.00,2
9E,JFK,RDU,1.00,2
9E,LGA,RDU,1.00,2
9E,RIC,JFK,1.00,2
9E,BGR,JFK,1.00,2
9E,BGR,JFK,1.00,2
9E,BGR,JFK,0.00,2
9E,BGR,JFK,0.00,2
9E,BGR,JFK,0.00,2
9E,BGR,JFK,0.00,2
9E,BGR,JFK,0.00,2
9E,BGR,JFK,0.00,2
9E,BGR,JFK,0.00,2
9E,BGR,JFK,0.00,2
9E,BGR,JFK,0.00,2
9E,BGR,JFK,0.00,2
9E,BGR,JFK,0.00,2
9E,BGR,JFK,0.00,2
9E,BGR,JFK,0.00,2
9E,BGR,JFK,0.00,2
9E,BGR,JFK,0.00,2
9E,BGR,JFK,0.00,2
9E,BGR,JFK,0.00,2
9E,BGR,JFK,0.00,2
9E,BGR,JFK,0.00,2
9E,BGR,JFK,0.00,2
9E,BGR,JFK,0.00,2
9E,BGR,JFK,0.00,2
9E,BGR,JFK,0.00,2
9E,BGR,JFK,0.00,2
9E,BGR,JFK,0.00,2
9E,BGR,JFK,0.00,2
9E,CVG,LGA,1.00,3
9E,CVG,LGA,1.00,3
9E,CVG,LGA,1.00,3
9E,CVG,LGA,1.00,3
9E,CVG,LGA,1.00,3
9E,CVG,LGA,1.00,3
9E,CVG,LGA,1.00,3
9E,CVG,LGA,1.00,3
9E,CVG,LGA,1.00,3
9E,CVG,LGA,1.00,3
9E,RDU,LGA,1.00,2
9E,CVG,LGA,1.00,3
9E,JFK,ORF,1.00,2
9E,JFK,SYR,1.00,1
9E,JFK,SYR,1.00,1
9E,JFK,SYR,1.00,1
9E,JFK,SYR,1.00,1
9E,JFK,SYR,1.00,1
9E,JFK,SYR,1.00,1
9E,JFK,SYR,1.00,1
9E,JFK,SYR,1.00,1
9E,JFK,SYR,1.00,1
9E,JFK,SYR,1.00,1
9E,JFK,SYR,1.00,1
9E,SYR,JFK,1.00,1
9E,SYR,JFK,1.00,1
9E,SYR,JFK,1.00,1
9E,SYR,JFK,1.00,1
9E,SYR,JFK,1.00,1
9E,SYR,JFK,1.00,1
9E,SYR,JFK,1.00,1
9E,SYR,JFK,1.00,1
9E,SYR,JFK,1.00,1
9E,JFK,ORD,1.00,3
9E,DTW,JFK,1.00,3
9E,DTW,JFK,1.00,3
9E,DTW,JFK,1.00,3
9E,DTW,JFK,0.00,3
9E,DTW,JFK,0.00,3
9E,DTW,JFK,0.00,3
9E,DTW,JFK,0.00,3
9E,DTW,JFK,0.00,3
9E,DTW,JFK,0.00,3
9E,DTW,JFK,0.00,3
9E,DTW,JFK,0.00,3
9E,DTW,JFK,0.00,3
9E,DTW,JFK,0.00,3
9E,DTW,JFK,0.00,3
9E,DTW,JFK,0.00,3
9E,DTW,JFK,0.00,3
9E,DTW,JFK,0.00,3
9E,DTW,JFK,0.00,3
9E,DTW,JFK,0.00,3
9E,DTW,JFK,0.00,3
9E,DTW,JFK,0.00,3
9E,DTW,JFK,0.00,3
9E,DTW,JFK,0.00,3
9E,DTW,JFK,0.00,3
9E,DTW,JFK,0.00,3
9E,DTW,JFK,0.00,3
9E,DTW,JFK,0.00,3
9E,DTW,JFK,0.00,3
9E,DTW,JFK,0.00,3
9E,BOS,BUF,0.00,2
9E,HPN,ATL,1.00,4
9E,HPN,ATL,1.00,4
9E,HPN,ATL,1.00,4
9E,HPN,ATL,0.00,4
9E,HPN,ATL,0.00,4
9E,HPN,ATL,0.00,4
9E,HPN,ATL,0.00,4
9E,HPN,ATL,0.00,4
9E,HPN,ATL,0.00,4
9E,HPN,ATL,0.00,4
9E,HPN,ATL,0.00,4
9E,HPN,ATL,0.00,4
9E,HPN,ATL,0.00,4
9E,HPN,ATL,0.00,4
9E,HPN,ATL,1.00,4
9E,HPN,ATL,1.00,4
9E,HPN,ATL,1.00,4
9E,LGA,CVG,1.00,3
9E,BWI,JFK,1.00,1
9E,CLT,LGA,1.00,3
9E,BWI,JFK,1.00,1
9E,BWI,JFK,1.00,1
9E,CVG,JFK,1.00,3
9E,LGA,ORF,1.00,2
9E,ORF,LGA,1.00,2
9E,BGR,JFK,1.00,2
9E,BGR,JFK,1.00,2
9E,BGR,JFK,1.00,2
9E,BGR,JFK,1.00,2
9E,BGR,JFK,1.00,2
9E,BGR,JFK,1.00,2
9E,BGR,JFK,1.00,2
9E,BGR,JFK,1.00,2
9E,BGR,JFK,1.00,2
9E,BGR,JFK,1.00,2
9E,JFK,BGR,1.00,2
9E,JFK,BGR,1.00,2
9E,JFK,BGR,1.00,2
9E,JFK,BGR,1.00,2
9E,JFK,BGR,1.00,2
9E,JFK,BGR,1.00,2
9E,JFK,BGR,1.00,2
9E,JFK,BGR,1.00,2
9E,JFK,BGR,1.00,2
9E,JFK,BGR,1.00,2
9E,IAD,JFK,1.00,1
9E,JFK,IAD,1.00,1
9E,JFK,PIT,1.00,2
9E,JFK,PIT,1.00,2
9E,JFK,PIT,1.00,2
9E,JFK,PIT,1.00,2
9E,JFK,PIT,1.00,2
9E,JFK,PIT,1.00,2
9E,JFK,PIT,1.00,2
9E,JFK,PIT,1.00,2
9E,JFK,PIT,1.00,2
9E,JFK,PIT,1.00,2
9E,JFK,PIT,1.00,2
9E,PIT,JFK,1.00,2
9E,PIT,JFK,1.00,2
9E,PIT,JFK,1.00,2
9E,PIT,JFK,1.00,2
9E,PIT,JFK,1.00,2
9E,PIT,JFK,1.00,2
9E,PIT,JFK,1.00,2
9E,PIT,JFK,1.00,2
9E,PIT,JFK,1.00,2
9E,PIT,JFK,1.00,2
9E,ALB,DTW,0.00,2
9E,LGA,RIC,1.00,2
