OP_UNIQUE_CARRIER,ORIGIN,DEST,CANCELLED,DISTANCE_GROUP
AA,EWR,DFW,1.00,6
AA,EWR,DFW,1.00,6
AA,EWR,DFW,0.00,6
AA,EWR,DFW,0.00,6
AA,EWR,DFW,0.00,6
AA,EWR,DFW,0.00,6
AA,EWR,DFW,1.00,6
AA,EWR,DFW,1.00,6
AA,EWR,DFW,1.00,6
AA,EWR,DFW,1.00,6
AA,EWR,DFW,1.00,6
AA,EWR,DFW,1.00,6
AA,EWR,DFW,1.00,6
AA,EWR,MIA,1.00,5
AA,EWR,MIA,0.00,5
AA,EWR,MIA,0.00,5
AA,EWR,MIA,1.00,5
AA,EWR,MIA,1.00,5
AA,EWR,MIA,1.00,5
AA,EWR,MIA,1.00,5
AA,EWR,MIA,1.00,5
AA,EWR,MIA,1.00,5
AA,EWR,MIA,1.00,5
AA,EWR,MIA,1.00,5
AA,EWR,MIA,1.00,5
AA,ORD,EWR,1.00,3
AA,ORD,EWR,1.00,3
AA,ORD,EWR,0.00,3
AA,ORD,EWR,0.00,3
AA,ORD,EWR,0.00,3
AA,ORD,EWR,0.00,3
AA,ORD,EWR,1.00,3
AA,ORD,EWR,1.00,3
AA,ORD,EWR,1.00,3
AA,ORD,EWR,1.00,3
AA,ORD,EWR,1.00,3
AA,CLT,EWR,0.00,3
AA,CLT,EWR,0.00,3
AA,CLT,EWR,0.00,3
AA,CLT,EWR,0.00,3
AA,CLT,EWR,0.00,3
AA,CLT,EWR,1.00,3
AA,CLT,EWR,1.00,3
AA,CLT,EWR,1.00,3
AA,CLT,EWR,1.00,3
AA,CLT,EWR,1.00,3
AA,CLT,EWR,1.00,3
AA,CLT,EWR,1.00,3
AA,CLT,EWR,1.00,3
AA,CLT,EWR,1.00,3
AA,EWR,PHX,0.00,9
AA,EWR,PHX,0.00,9
AA,EWR,PHX,0.00,9
AA,EWR,PHX,0.00,9
AA,EWR,PHX,0.00,9
AA,EWR,PHX,1.00,9
AA,ORD,EWR,1.00,3
AA,ORD,EWR,1.00,3
AA,ORD,EWR,1.00,3
AA,ORD,EWR,0.00,3
AA,ORD,EWR,0.00,3
AA,ORD,EWR,1.00,3
AA,CLT,EWR,1.00,3
AA,CLT,EWR,1.00,3
AA,CLT,EWR,0.00,3
AA,CLT,EWR,0.00,3
AA,EWR,CLT,0.00,3
AA,EWR,CLT,0.00,3
AA,EWR,CLT,0.00,3
AA,EWR,CLT,1.00,3
AA,EWR,PHX,1.00,9
AA,EWR,PHX,1.00,9
AA,EWR,PHX,0.00,9
AA,EWR,PHX,0.00,9
AA,EWR,PHX,1.00,9
AA,EWR,PHX,0.00,9
AA,CLT,EWR,0.00,3
AA,CLT,EWR,0.00,3
AA,CLT,EWR,0.00,3
AA,CLT,EWR,0.00,3
AA,CLT,EWR,1.00,3
AA,CLT,EWR,1.00,3
AA,CLT,EWR,1.00,3
AA,CLT,EWR,1.00,3
AA,CLT,EWR,1.00,3
AA,CLT,EWR,1.00,3
AA,CLT,EWR,1.00,3
AA,CLT,EWR,1.00,3
AA,CLT,EWR,1.00,3
AA,EWR,CLT,0.00,3
AA,EWR,CLT,1.00,3
AA,EWR,CLT,0.00,3
AA,EWR,CLT,0.00,3
AA,EWR,CLT,1.00,3
AA,EWR,CLT,1.00,3
AA,EWR,CLT,1.00,3
AA,EWR,CLT,1.00,3
AA,EWR,CLT,1.00,3
AA,EWR,CLT,1.00,3
AA,DFW,EWR,0.00,6
AA,DFW,EWR,0.00,6
AA,DFW,EWR,1.00,6
AA,DFW,EWR,0.00,6
AA,DFW,EWR,1.00,6
AA,DFW,EWR,0.00,6
AA,DFW,EWR,0.00,6
AA,DFW,EWR,0.00,6
AA,DFW,EWR,0.00,6
AA,DFW,EWR,0.00,6
AA,DFW,EWR,0.00,6
AA,DFW,EWR,0.00,6
AA,DFW,EWR,0.00,6
AA,DFW,EWR,0.00,6
AA,DFW,EWR,0.00,6
AA,DFW,EWR,0.00,6
AA,DFW,EWR,0.00,6
AA,DFW,EWR,0.00,6
AA,DFW,EWR,0.00,6
AA,DFW,EWR,0.00,6
AA,DFW,EWR,0.00,6
AA,DFW,EWR,0.00,6
AA,DFW,EWR,0.00,6
AA,DFW,EWR,0.00,6
AA,DFW,EWR,0.00,6
AA,DFW,EWR,0.00,6
AA,EWR,DFW,0.00,6
AA,EWR,DFW,0.00,6
AA,EWR,DFW,1.00,6
AA,EWR,DFW,0.00,6
AA,EWR,DFW,0.00,6
AA,EWR,DFW,1.00,6
AA,EWR,DFW,0.00,6
AA,EWR,DFW,0.00,6
AA,EWR,DFW,0.00,6
AA,EWR,DFW,0.00,6
AA,EWR,DFW,0.00,6
AA,EWR,DFW,0.00,6
AA,EWR,DFW,0.00,6
AA,EWR,DFW,0.00,6
AA,EWR,DFW,0.00,6
AA,EWR,DFW,0.00,6
AA,EWR,DFW,0.00,6
AA,EWR,DFW,0.00,6
AA,EWR,DFW,0.00,6
AA,EWR,DFW,0.00,6
AA,EWR,DFW,0.00,6
AA,EWR,DFW,0.00,6
AA,EWR,DFW,0.00,6
AA,EWR,DFW,0.00,6
AA,EWR,DFW,0.00,6
AA,EWR,DFW,0.00,6
AA,EWR,DFW,0.00,6
AA,EWR,DFW,0.00,6
AA,PHX,EWR,1.00,9
AA,PHX,EWR,1.00,9
AA,PHX,EWR,0.00,9
AA,PHX,EWR,0.00,9
AA,PHX,EWR,0.00,9
AA,PHX,EWR,1.00,9
AA,CLT,EWR,0.00,3
AA,CLT,EWR,1.00,3
AA,CLT,EWR,0.00,3
AA,CLT,EWR,0.00,3
AA,CLT,EWR,1.00,3
AA,CLT,EWR,0.00,3
AA,CLT,EWR,0.00,3
AA,CLT,EWR,1.00,3
AA,CLT,EWR,1.00,3
AA,CLT,EWR,0.00,3
AA,CLT,EWR,0.00,3
AA,CLT,EWR,0.00,3
AA,CLT,EWR,0.00,3
AA,CLT,EWR,0.00,3
AA,CLT,EWR,0.00,3
AA,CLT,EWR,0.00,3
AA,EWR,CLT,1.00,3
AA,EWR,CLT,1.00,3
AA,EWR,CLT,0.00,3
AA,EWR,CLT,0.00,3
AA,EWR,CLT,0.00,3
AA,EWR,CLT,0.00,3
AA,EWR,CLT,0.00,3
AA,EWR,CLT,1.00,3
AA,EWR,CLT,1.00,3
AA,EWR,CLT,0.00,3
AA,EWR,CLT,0.00,3
AA,EWR,CLT,0.00,3
AA,EWR,CLT,0.00,3
AA,EWR,CLT,0.00,3
AA,EWR,CLT,0.00,3
AA,EWR,CLT,0.00,3
AA,EWR,MIA,0.00,5
AA,EWR,MIA,1.00,5
AA,EWR,MIA,0.00,5
AA,EWR,MIA,0.00,5
AA,EWR,MIA,1.00,5
AA,EWR,MIA,1.00,5
AA,EWR,MIA,1.00,5
AA,EWR,MIA,1.00,5
AA,EWR,MIA,1.00,5
AA,EWR,MIA,1.00,5
AA,EWR,MIA,1.00,5
AA,MIA,EWR,0.00,5
AA,MIA,EWR,0.00,5
AA,MIA,EWR,0.00,5
AA,MIA,EWR,0.00,5
AA,MIA,EWR,1.00,5
AA,MIA,EWR,1.00,5
AA,MIA,EWR,1.00,5
AA,MIA,EWR,1.00,5
AA,MIA,EWR,1.00,5
AA,MIA,EWR,1.00,5
AA,MIA,EWR,1.00,5
AA,CLT,EWR,1.00,3
AA,CLT,EWR,0.00,3
AA,CLT,EWR,0.00,3
AA,CLT,EWR,1.00,3
AA,CLT,EWR,1.00,3
AA,CLT,EWR,1.00,3
AA,CLT,EWR,1.00,3
AA,EWR,CLT,1.00,3
AA,EWR,CLT,0.00,3
AA,EWR,CLT,0.00,3
AA,EWR,CLT,0.00,3
AA,EWR,CLT,1.00,3
AA,EWR,CLT,1.00,3
AA,EWR,CLT,1.00,3
AA,EWR,CLT,1.00,3
AA,EWR,CLT,1.00,3
AA,EWR,CLT,1.00,3
AA,EWR,CLT,0.00,3
AA,EWR,CLT,1.00,3
AA,EWR,CLT,0.00,3
AA,EWR,CLT,0.00,3
AA,EWR,CLT,1.00,3
AA,EWR,CLT,1.00,3
AA,EWR,CLT,1.00,3
AA,EWR,CLT,1.00,3
AA,EWR,CLT,1.00,3
AA,EWR,CLT,1.00,3
AA,EWR,CLT,1.00,3
AA,EWR,CLT,1.00,3
AA,PHX,EWR,1.00,9
AA,PHX,EWR,0.00,9
AA,PHX,EWR,1.00,9
AA,PHX,EWR,0.00,9
AA,PHX,EWR,1.00,9
AA,PHX,EWR,0.00,9
AA,PHX,EWR,0.00,9
AA,PHX,EWR,0.00,9
AA,PHX,EWR,0.00,9
AA,PHX,EWR,0.00,9
AA,PHX,EWR,0.00,9
AA,PHX,EWR,1.00,9
AA,EWR,PHX,0.00,9
AA,EWR,PHX,0.00,9
AA,EWR,PHX,1.00,9
AA,EWR,PHX,0.00,9
AA,EWR,PHX,0.00,9
AA,EWR,PHX,0.00,9
AA,EWR,PHX,1.00,9
AA,ORD,EWR,1.00,3
AA,ORD,EWR,1.00,3
AA,ORD,EWR,1.00,3
AA,ORD,EWR,1.00,3
AA,ORD,EWR,1.00,3
AA,ORD,EWR,1.00,3
AA,ORD,EWR,1.00,3
AA,ORD,EWR,1.00,3
AA,ORD,EWR,1.00,3
AA,EWR,CLT,0.00,3
AA,EWR,CLT,0.00,3
AA,EWR,CLT,0.00,3
AA,EWR,CLT,0.00,3
AA,EWR,CLT,0.00,3
AA,EWR,CLT,0.00,3
AA,EWR,CLT,1.00,3
AA,EWR,CLT,1.00,3
AA,EWR,CLT,1.00,3
AA,EWR,CLT,1.00,3
AA,EWR,CLT,1.00,3
AA,EWR,CLT,1.00,3
AA,EWR,CLT,1.00,3
AA,EWR,CLT,1.00,3
AA,EWR,CLT,0.00,3
AA,EWR,CLT,1.00,3
AA,EWR,CLT,1.00,3
AA,EWR,CLT,1.00,3
AA,EWR,CLT,0.00,3
AA,EWR,CLT,1.00,3
AA,EWR,CLT,1.00,3
AA,EWR,CLT,1.00,3
AA,EWR,CLT,1.00,3
AA,EWR,CLT,1.00,3
AA,EWR,CLT,1.00,3
AA,EWR,ORD,1.00,3
AA,EWR,ORD,1.00,3
AA,EWR,ORD,1.00,3
AA,EWR,ORD,0.00,3
AA,EWR,ORD,0.00,3
AA,EWR,ORD,0.00,3
AA,EWR,ORD,1.00,3
AA,EWR,ORD,0.00,3
AA,EWR,ORD,1.00,3
AA,EWR,ORD,1.00,3
AA,EWR,ORD,1.00,3
AA,CLT,EWR,1.00,3
AA,CLT,EWR,1.00,3
AA,CLT,EWR,0.00,3
AA,CLT,EWR,1.00,3
AA,CLT,EWR,0.00,3
AA,CLT,EWR,1.00,3
AA,CLT,EWR,1.00,3
AA,CLT,EWR,1.00,3
AA,CLT,EWR,1.00,3
AA,CLT,EWR,1.00,3
AA,CLT,EWR,1.00,3
AA,CLT,EWR,1.00,3
AA,EWR,DFW,1.00,6
AA,EWR,DFW,0.00,6
AA,EWR,DFW,1.00,6
AA,EWR,DFW,1.00,6
AA,EWR,DFW,0.00,6
AA,EWR,DFW,1.00,6
AA,EWR,DFW,1.00,6
AA,DFW,EWR,1.00,6
AA,DFW,EWR,0.00,6
AA,DFW,EWR,0.00,6
AA,DFW,EWR,1.00,6
AA,DFW,EWR,0.00,6
AA,DFW,EWR,1.00,6
AA,DFW,EWR,1.00,6
AA,DFW,EWR,1.00,6
AA,DFW,EWR,1.00,6
AA,DFW,EWR,1.00,6
AA,DFW,EWR,1.00,6
AA,CLT,EWR,1.00,3
AA,CLT,EWR,1.00,3
AA,CLT,EWR,0.00,3
AA,CLT,EWR,1.00,3
AA,CLT,EWR,0.00,3
AA,CLT,EWR,1.00,3
AA,CLT,EWR,1.00,3
AA,CLT,EWR,1.00,3
AA,CLT,EWR,1.00,3
AA,CLT,EWR,1.00,3
AA,CLT,EWR,1.00,3
AA,CLT,EWR,1.00,3
AA,CLT,EWR,1.00,3
AA,CLT,EWR,1.00,3
AS,SEA,EWR,0.00,10
AS,EWR,SEA,1.00,10
AS,SEA,EWR,0.00,10
AS,EWR,PDX,0.00,10
AS,PDX,EWR,0.00,10
AS,SFO,EWR,1.00,11
AS,EWR,LAX,0.00,10
AS,EWR,SFO,0.00,11
AS,EWR,SJC,1.00,11
AS,LAX,EWR,1.00,10
AS,SAN,EWR,0.00,10
AS,EWR,SAN,1.00,10
AS,SJC,EWR,1.00,11
AS,EWR,SEA,0.00,10
AS,SEA,EWR,1.00,10
AS,EWR,SEA,1.00,10
AS,SEA,EWR,0.00,10
AS,EWR,PDX,1.00,10
AS,PDX,EWR,1.00,10
AS,SFO,EWR,0.00,11
AS,EWR,LAX,0.00,10
AS,EWR,SFO,1.00,11
AS,EWR,SJC,0.00,11
AS,LAX,EWR,0.00,10
AS,SAN,EWR,1.00,10
AS,EWR,SAN,1.00,10
AS,SJC,EWR,1.00,11
AS,EWR,SEA,0.00,10
AS,SEA,EWR,1.00,10
AS,EWR,SEA,1.00,10
AS,SEA,EWR,0.00,10
AS,EWR,PDX,1.00,10
AS,PDX,EWR,0.00,10
AS,SFO,EWR,1.00,11
AS,EWR,LAX,0.00,10
AS,EWR,SFO,0.00,11
AS,EWR,SJC,1.00,11
AS,LAX,EWR,0.00,10
AS,SAN,EWR,1.00,10
AS,EWR,SAN,1.00,10
AS,SJC,EWR,1.00,11
AS,EWR,SEA,0.00,10
AS,SEA,EWR,1.00,10
AS,EWR,SEA,0.00,10
AS,SEA,EWR,1.00,10
AS,EWR,PDX,1.00,10
AS,PDX,EWR,0.00,10
AS,SFO,EWR,0.00,11
AS,EWR,LAX,0.00,10
AS,EWR,SFO,0.00,11
AS,LAX,EWR,0.00,10
AS,SAN,EWR,0.00,10
AS,EWR,SAN,0.00,10
AS,EWR,SEA,0.00,10
AS,SEA,EWR,0.00,10
AS,EWR,SEA,0.00,10
AS,SEA,EWR,1.00,10
AS,EWR,PDX,1.00,10
AS,PDX,EWR,1.00,10
AS,EWR,LAX,1.00,10
AS,EWR,SJC,1.00,11
AS,LAX,EWR,0.00,10
AS,SAN,EWR,1.00,10
AS,EWR,SAN,0.00,10
AS,SJC,EWR,1.00,11
AS,EWR,SEA,1.00,10
AS,SEA,EWR,0.00,10
AS,EWR,SEA,1.00,10
AS,EWR,PDX,0.00,10
AS,PDX,EWR,1.00,10
AS,SFO,EWR,1.00,11
AS,EWR,LAX,0.00,10
AS,EWR,SFO,1.00,11
AS,EWR,SJC,1.00,11
AS,LAX,EWR,1.00,10
AS,SAN,EWR,0.00,10
AS,EWR,SAN,1.00,10
AS,SJC,EWR,1.00,11
AS,SEA,EWR,1.00,10
AS,EWR,SEA,1.00,10
AS,SEA,EWR,0.00,10
AS,EWR,PDX,1.00,10
AS,PDX,EWR,1.00,10
AS,SFO,EWR,1.00,11
AS,EWR,LAX,0.00,10
AS,EWR,SFO,1.00,11
AS,EWR,SJC,1.00,11
AS,LAX,EWR,1.00,10
AS,SAN,EWR,0.00,10
AS,EWR,SAN,1.00,10
AS,SJC,EWR,1.00,11
AS,EWR,SEA,1.00,10
AS,SEA,EWR,1.00,10
AS,EWR,SEA,1.00,10
AS,SEA,EWR,1.00,10
AS,EWR,PDX,1.00,10
AS,PDX,EWR,1.00,10
AS,SFO,EWR,0.00,11
AS,EWR,LAX,0.00,10
AS,EWR,SFO,1.00,11
AS,EWR,SJC,1.00,11
AS,LAX,EWR,1.00,10
AS,SAN,EWR,0.00,10
AS,EWR,SAN,0.00,10
AS,SJC,EWR,1.00,11
AS,EWR,SEA,0.00,10
AS,SEA,EWR,0.00,10
AS,SFO,EWR,0.00,11
AS,EWR,SJC,0.00,11
AS,SAN,EWR,1.00,10
AS,EWR,SAN,0.00,10
AS,SJC,EWR,0.00,11
AS,SEA,EWR,0.00,10
AS,SFO,EWR,0.00,11
AS,EWR,LAX,0.00,10
AS,EWR,SFO,1.00,11
AS,LAX,EWR,0.00,10
AS,SAN,EWR,0.00,10
AS,EWR,SAN,1.00,10
AS,EWR,SEA,0.00,10
AS,SEA,EWR,0.00,10
AS,SFO,EWR,1.00,11
AS,EWR,LAX,0.00,10
AS,EWR,SFO,0.00,11
AS,LAX,EWR,0.00,10
AS,SAN,EWR,1.00,10
AS,EWR,SAN,1.00,10
AS,EWR,SEA,0.00,10
AS,SEA,EWR,0.00,10
AS,SFO,EWR,1.00,11
AS,EWR,LAX,0.00,10
AS,EWR,SFO,1.00,11
AS,LAX,EWR,0.00,10
AS,SAN,EWR,1.00,10
AS,EWR,SAN,1.00,10
AS,EWR,SEA,0.00,10
AS,SEA,EWR,0.00,10
AS,SFO,EWR,1.00,11
AS,EWR,LAX,0.00,10
AS,EWR,SFO,1.00,11
AS,LAX,EWR,0.00,10
AS,SAN,EWR,1.00,10
AS,EWR,SAN,1.00,10
AS,EWR,SEA,0.00,10
AS,SEA,EWR,0.00,10
AS,SFO,EWR,0.00,11
AS,EWR,LAX,1.00,10
AS,EWR,SFO,0.00,11
AS,LAX,EWR,1.00,10
AS,SAN,EWR,1.00,10
AS,EWR,SAN,1.00,10
AS,EWR,SEA,0.00,10
AS,SEA,EWR,0.00,10
AS,SFO,EWR,0.00,11
AS,EWR,LAX,1.00,10
AS,EWR,SFO,0.00,11
AS,LAX,EWR,1.00,10
AS,EWR,SEA,0.00,10
AS,SEA,EWR,0.00,10
AS,SFO,EWR,1.00,11
AS,EWR,LAX,0.00,10
AS,EWR,SFO,1.00,11
AS,LAX,EWR,0.00,10
AS,EWR,SEA,0.00,10
AS,SEA,EWR,0.00,10
AS,SFO,EWR,1.00,11
AS,EWR,LAX,1.00,10
AS,EWR,SFO,1.00,11
AS,LAX,EWR,1.00,10
AS,EWR,SEA,0.00,10
AS,SEA,EWR,0.00,10
AS,SFO,EWR,0.00,11
AS,EWR,LAX,0.00,10
AS,EWR,SFO,0.00,11
AS,LAX,EWR,0.00,10
AS,EWR,SEA,0.00,10
AS,SEA,EWR,0.00,10
AS,EWR,LAX,0.00,10
AS,LAX,EWR,0.00,10
AS,EWR,SEA,0.00,10
AS,SEA,EWR,0.00,10
AS,EWR,LAX,0.00,10
AS,LAX,EWR,0.00,10
AS,EWR,SEA,0.00,10
AS,SEA,EWR,0.00,10
AS,EWR,SEA,0.00,10
AS,SEA,EWR,0.00,10
AS,EWR,SFO,0.00,11
AS,EWR,SEA,0.00,10
AS,SEA,EWR,0.00,10
AS,SFO,EWR,0.00,11
AS,EWR,LAX,0.00,10
AS,LAX,EWR,0.00,10
AS,EWR,SEA,0.00,10
AS,SEA,EWR,0.00,10
AS,EWR,LAX,1.00,10
AS,LAX,EWR,1.00,10
AS,EWR,SEA,0.00,10
AS,SEA,EWR,0.00,10
AS,SFO,EWR,0.00,11
AS,EWR,SFO,0.00,11
AS,EWR,SEA,0.00,10
AS,SEA,EWR,0.00,10
AS,EWR,SEA,0.00,10
AS,SEA,EWR,0.00,10
AS,EWR,LAX,1.00,10
AS,LAX,EWR,1.00,10
AS,EWR,SEA,0.00,10
AS,SEA,EWR,0.00,10
AS,EWR,SEA,0.00,10
AS,SEA,EWR,0.00,10
AS,EWR,SEA,0.00,10
AS,SEA,EWR,0.00,10
AS,EWR,SEA,0.00,10
B6,EWR,FLL,1.00,5
B6,EWR,BOS,1.00,1
B6,EWR,PBI,1.00,5
B6,EWR,PBI,1.00,5
B6,EWR,MCO,1.00,4
B6,EWR,MCO,1.00,4
B6,EWR,MCO,1.00,4
B6,EWR,MCO,1.00,4
B6,MCO,EWR,1.00,4
B6,MCO,EWR,1.00,4
B6,PBI,EWR,1.00,5
B6,PBI,EWR,1.00,5
B6,PBI,EWR,1.00,5
B6,EWR,RSW,1.00,5
B6,EWR,RSW,1.00,5
B6,EWR,RSW,1.00,5
B6,EWR,RSW,1.00,5
B6,EWR,RSW,1.00,5
B6,EWR,RSW,1.00,5
B6,EWR,RSW,1.00,5
B6,EWR,RSW,1.00,5
B6,EWR,RSW,1.00,5
B6,RSW,EWR,1.00,5
B6,RSW,EWR,1.00,5
B6,RSW,EWR,1.00,5
B6,RSW,EWR,1.00,5
B6,RSW,EWR,1.00,5
B6,RSW,EWR,1.00,5
B6,RSW,EWR,1.00,5
B6,RSW,EWR,1.00,5
B6,RSW,EWR,1.00,5
B6,EWR,SJU,1.00,7
B6,EWR,SJU,1.00,7
B6,SJU,EWR,1.00,7
B6,EWR,RSW,1.00,5
B6,RSW,EWR,1.00,5
B6,PBI,EWR,1.00,5
B6,EWR,TPA,1.00,4
B6,TPA,EWR,1.00,4
B6,TPA,EWR,1.00,4
B6,MCO,EWR,1.00,4
B6,MCO,EWR,1.00,4
B6,MCO,EWR,1.00,4
B6,BOS,EWR,1.00,1
B6,BOS,EWR,1.00,1
B6,BOS,EWR,1.00,1
B6,BOS,EWR,1.00,1
B6,BOS,EWR,1.00,1
B6,EWR,MCO,1.00,4
B6,EWR,MCO,1.00,4
B6,EWR,MCO,1.00,4
B6,EWR,BOS,1.00,1
B6,EWR,BOS,1.00,1
B6,BOS,EWR,1.00,1
B6,BOS,EWR,1.00,1
B6,BOS,EWR,1.00,1
B6,BOS,EWR,1.00,1
B6,EWR,BOS,1.00,1
B6,EWR,BOS,1.00,1
B6,EWR,BOS,1.00,1
B6,EWR,BOS,1.00,1
B6,EWR,BOS,1.00,1
B6,EWR,BOS,1.00,1
B6,EWR,BOS,1.00,1
